Textbox147,Textbox148,Textbox152,Table5Title_tbx3,Table5Title_tbx4,Textbox154,Textbox146,Textbox159,Table5Title_tbx2,Table5Title_tbx6
"Pumpkin: U.S. imports by value ($1,000)","Pumpkin: U.S. imports by volume (1,000 pounds)",Pumpkin: U.S. imports unit value ($ per pound),Pumpkin: U.S. import sources by value,Pumpkin: U.S. import sources by volume,"Pumpkin: U.S. exports by value ($1,000) ","Pumpkin: U.S. exports by volume (1,000 pounds)",Pumpkin: U.S. exports by unit value ($ per pound),Pumpkin: U.S. export destinations by value,Pumpkin: U.S. export destinations by volume

Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3
,Fresh or chilled¹,Market year*,Quarter 1,Jan,Q1,,,,,2019,0.15,0.16,0.18
,Fresh or chilled¹,Market year*,Quarter 1,Feb,Q1,,,,,2019,0.16,0.16,0.18
,Fresh or chilled¹,Market year*,Quarter 1,Mar,Q1,,,,,2019,0.17,0.16,0.18
,Fresh or chilled¹,Market year*,Quarter 2,Apr,Q2,,,,,2019,0.19,0.22,0.18
,Fresh or chilled¹,Market year*,Quarter 2,May,Q2,,,,,2019,0.22,0.22,0.18
,Fresh or chilled¹,Market year*,Quarter 2,Jun,Q2,,,,,2019,0.25,0.22,0.18
,Fresh or chilled¹,Market year*,Quarter 3,Jul,Q3,,,,,2019,0.29,0.19,0.18
,Fresh or chilled¹,Market year*,Quarter 3,Aug,Q3,,,,,2019,0.21,0.19,0.18
,Fresh or chilled¹,Market year*,Quarter 3,Sep,Q3,,,,,2019,0.18,0.19,0.18
,Fresh or chilled¹,Market year*,Quarter 4,Oct,Q4,,,,,2019,0.17,0.17,0.18
,Fresh or chilled¹,Market year*,Quarter 4,Nov,Q4,,,,,2019,0.18,0.17,0.18
,Fresh or chilled¹,Market year*,Quarter 4,Dec,Q4,,,,,2019,0.20,0.17,0.18
,Fresh or chilled¹,Market year*,Quarter 1,Jan,Q1,,,,,2018,0.21,0.19,0.17
,Fresh or chilled¹,Market year*,Quarter 1,Feb,Q1,,,,,2018,0.21,0.19,0.17
,Fresh or chilled¹,Market year*,Quarter 1,Mar,Q1,,,,,2018,0.14,0.19,0.17
,Fresh or chilled¹,Market year*,Quarter 2,Apr,Q2,,,,,2018,0.15,0.15,0.17
,Fresh or chilled¹,Market year*,Quarter 2,May,Q2,,,,,2018,0.15,0.15,0.17
,Fresh or chilled¹,Market year*,Quarter 2,Jun,Q2,,,,,2018,0.16,0.15,0.17
,Fresh or chilled¹,Market year*,Quarter 3,Jul,Q3,,,,,2018,0.16,0.16,0.17
,Fresh or chilled¹,Market year*,Quarter 3,Aug,Q3,,,,,2018,0.17,0.16,0.17
,Fresh or chilled¹,Market year*,Quarter 3,Sep,Q3,,,,,2018,0.16,0.16,0.17
,Fresh or chilled¹,Market year*,Quarter 4,Oct,Q4,,,,,2018,0.16,0.18,0.17
,Fresh or chilled¹,Market year*,Quarter 4,Nov,Q4,,,,,2018,0.25,0.18,0.17
,Fresh or chilled¹,Market year*,Quarter 4,Dec,Q4,,,,,2018,0.21,0.18,0.17

Textbox75,marketSegment3,Textbox114,stat_year14,stat_month7,CountryName6,Textbox17,Textbox93,all val yr_label,all val yr_ChartGroup10_label,all val yr_ChartGroup10_Value_Y,ExpDestValue_tbx5,all val yr_label,all val yr_ChartGroup16_label,all val yr_ChartGroup16_Value_Y,Textbox44,Textbox11,Textbox12,Textbox26,Textbox29,Textbox189,seg Num_label,seg Num_Sparkline5_CategoryGroup2_label,seg Num_Sparkline5_CategoryGroup2_Value_Y,Textbox105
Ranking based on prior 4 annual market year* totals ,,,,,Canada,50.4%,"9,702",all val yr,2018,6429279,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,50.4%,"9,702",all val yr,2019,9438124,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,50.4%,"9,702",all val yr,2020,12494954,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,50.4%,"9,702",all val yr,2021,10447632,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Canada,50.4%,"9,702",,,,"6,429",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Canada,50.4%,"9,702",,,,"9,438",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Canada,50.4%,"9,702",,,,"12,495",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Canada,50.4%,"9,702",,,,"10,448",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Canada,50.4%,"9,702",,,,250,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Canada,50.4%,"9,702",,,,347,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,34.4%,"5,795",all val yr,2018,5716568,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,34.4%,"5,795",all val yr,2019,4984073,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,34.4%,"5,795",all val yr,2020,6260077,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,34.4%,"5,795",all val yr,2021,6217295,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Costa Rica,34.4%,"5,795",,,,"5,717",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Costa Rica,34.4%,"5,795",,,,"4,984",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Costa Rica,34.4%,"5,795",,,,"6,260",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Costa Rica,34.4%,"5,795",,,,"6,217",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Costa Rica,34.4%,"5,795",,,,"3,808",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Costa Rica,34.4%,"5,795",,,,"3,586",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,5.3%,974,all val yr,2018,68976,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,5.3%,974,all val yr,2019,499306,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,5.3%,974,all val yr,2020,2477535,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,5.3%,974,all val yr,2021,849260,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Mexico,5.3%,974,,,,69,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Mexico,5.3%,974,,,,499,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Mexico,5.3%,974,,,,"2,478",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Mexico,5.3%,974,,,,849,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Mexico,5.3%,974,,,,560,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Mexico,5.3%,974,,,,237,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.9%,824,all val yr,2018,214650,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.9%,824,all val yr,2019,962130,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.9%,824,all val yr,2020,768542,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.9%,824,all val yr,2021,1348715,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Panama,4.9%,824,,,,215,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Panama,4.9%,824,,,,962,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Panama,4.9%,824,,,,769,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Panama,4.9%,824,,,,"1,349",,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Panama,4.9%,824,,,,971,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Panama,4.9%,824,,,,553,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,2.3%,380,all val yr,2018,307583,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,2.3%,380,all val yr,2019,315444,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,2.3%,380,all val yr,2020,345996,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,2.3%,380,all val yr,2021,549880,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Honduras,2.3%,380,,,,308,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Honduras,2.3%,380,,,,315,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Honduras,2.3%,380,,,,346,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Honduras,2.3%,380,,,,550,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Honduras,2.3%,380,,,,402,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Honduras,2.3%,380,,,,264,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2018,499990,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2019,548540,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2020,431598,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all val yr,2021,212668,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Dominican Republic,1.3%,172,233,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Dominican Republic,1.3%,172,161,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Dominican Republic,1.3%,172,171,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Dominican Republic,1.3%,172,122,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Dominican Republic,1.3%,172,109,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Dominican Republic,1.3%,172,287,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Nicaragua,0.6%,96,182,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Nicaragua,0.6%,96,230,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Nicaragua,0.6%,96,63,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Nicaragua,0.6%,96,5,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Nicaragua,0.6%,96,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Nicaragua,0.6%,96,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Haiti,0.3%,39,27,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Haiti,0.3%,39,58,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Haiti,0.3%,39,60,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Haiti,0.3%,39,50,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Haiti,0.3%,39,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Haiti,0.3%,39,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Jamaica,0.2%,30,20,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Jamaica,0.2%,30,38,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Jamaica,0.2%,30,59,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Jamaica,0.2%,30,2,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Jamaica,0.2%,30,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Jamaica,0.2%,30,26,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Guatemala,0.1%,16,11,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Guatemala,0.1%,16,7,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Guatemala,0.1%,16,22,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Guatemala,0.1%,16,22,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Guatemala,0.1%,16,15,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Guatemala,0.1%,16,24,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Belize,0.1%,16,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Belize,0.1%,16,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Belize,0.1%,16,58,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Belize,0.1%,16,5,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Belize,0.1%,16,5,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Belize,0.1%,16,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Chile,0.1%,11,23,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Chile,0.1%,11,33,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Chile,0.1%,11,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Chile,0.1%,11,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Chile,0.1%,11,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Chile,0.1%,11,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Ecuador,0.0%,2,2,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Ecuador,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Ecuador,0.0%,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Ecuador,0.0%,2,6,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Ecuador,0.0%,2,6,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Ecuador,0.0%,2,15,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,Argentina,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,Argentina,0.0%,4,19,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,Argentina,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,Argentina,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,Argentina,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,Argentina,0.0%,4,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,500,China,0.0%,0,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,549,China,0.0%,0,2,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,432,China,0.0%,0,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,213,China,0.0%,0,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,135,China,0.0%,0,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,352,China,0.0%,0,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,"18,097",seg Num,2018,12,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,"18,097",seg Num,2019,13,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,"18,097",seg Num,2020,11,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,"18,097",seg Num,2021,12,

Textbox82,marketSegment4,Textbox115,stat_year15,stat_month8,CountryName7,Textbox24,Textbox95,all qty yr_label,all qty yr_ChartGroup13_label,all qty yr_ChartGroup13_Value_Y,ExpDestValue_tbx6,all qty yr_label,all qty yr_ChartGroup17_label,all qty yr_ChartGroup17_Value_Y,Textbox88,Textbox66,Textbox30,Textbox98,ExpDestValue_tbx7,Textbox96,Textbox193,seg Num_label,seg Num_ChartGroup14_label,seg Num_ChartGroup14_Value_Y,Textbox106
Ranking based on prior 4 annual market year* totals ,,,,,Canada,55.3%,"57,897",all qty yr,2018,40046,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,55.3%,"57,897",all qty yr,2019,53946,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,55.3%,"57,897",all qty yr,2020,76960,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Canada,55.3%,"57,897",all qty yr,2021,60637,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Canada,55.3%,"57,897",,,,"40,046",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Canada,55.3%,"57,897",,,,"53,946",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Canada,55.3%,"57,897",,,,"76,960",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Canada,55.3%,"57,897",,,,"60,637",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Canada,55.3%,"57,897",,,,950,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Canada,55.3%,"57,897",,,,"2,118",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,31.9%,"29,493",all qty yr,2018,29946,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,31.9%,"29,493",all qty yr,2019,26682,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,31.9%,"29,493",all qty yr,2020,29848,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Costa Rica,31.9%,"29,493",all qty yr,2021,31497,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Costa Rica,31.9%,"29,493",,,,"29,946",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Costa Rica,31.9%,"29,493",,,,"26,682",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Costa Rica,31.9%,"29,493",,,,"29,848",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Costa Rica,31.9%,"29,493",,,,"31,497",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Costa Rica,31.9%,"29,493",,,,"19,382",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Costa Rica,31.9%,"29,493",,,,"16,974",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.2%,"3,739",all qty yr,2018,1007,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.2%,"3,739",all qty yr,2019,3972,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.2%,"3,739",all qty yr,2020,3833,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Panama,4.2%,"3,739",all qty yr,2021,6144,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Panama,4.2%,"3,739",,,,"1,007",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Panama,4.2%,"3,739",,,,"3,972",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Panama,4.2%,"3,739",,,,"3,833",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Panama,4.2%,"3,739",,,,"6,144",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Panama,4.2%,"3,739",,,,"4,427",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Panama,4.2%,"3,739",,,,"2,937",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,3.4%,"3,015",all qty yr,2018,2973,,,,,,,,,,,,,,,
